product_no,store,supplier,product_description,product_division,product_category,product_subcategory,product_segment,sales_channel,total_gross_sales,total_returns,total_net_sales,total_cogs,total_gross_profit,total_qty_sold,total_transactions,current_qty_on_hand,current_inventory_value_at_cost,current_inventory_value_at_retail,inventory_data_issue_flag,gross_margin_pct,fast_moving_flag,slow_moving_flag,stockout_risk_flag,overstock_risk_flag
PROD-139506,STR-1105,Vendor 0134,PROD-118198 SEG-503268 Scholar Footwear Retro Legend Summit,Scholar Footwear,Scholar Footwear Retro Legend,Scholar Footwear Retro Legend Summit,SEG-503268 Scholar Footwear Retro Legend Summit,Channel Alpha,79.99,0.0,79.99,70.07,9.920000000000002,1.0,1,0.0,0.0,0.0,0.0,0.12401550193774225,0,1,0,1
PROD-139506,STR-1114,Vendor 0134,PROD-118198 SEG-503268 Scholar Footwear Retro Legend Summit,Scholar Footwear,Scholar Footwear Retro Legend,Scholar Footwear Retro Legend Summit,SEG-503268 Scholar Footwear Retro Legend Summit,Channel Alpha,359.95,79.99,279.96,280.28,-0.3199999999999861,4.0,6,0.0,0.0,0.0,0.0,-0.0011430204314901633,1,0,1,0
PROD-139506,STR-1148,Vendor 0134,PROD-118198 SEG-503268 Scholar Footwear Retro Legend Summit,Scholar Footwear,Scholar Footwear Retro Legend,Scholar Footwear Retro Legend Summit,SEG-503268 Scholar Footwear Retro Legend Summit,Channel Alpha,239.96999999999997,0.0,239.96999999999997,210.20999999999998,29.760000000000005,3.0,3,0.0,0.0,0.0,0.0,0.12401550193774226,1,0,1,0
PROD-139506,STR-1149,Vendor 0134,PROD-118198 SEG-503268 Scholar Footwear Retro Legend Summit,Scholar Footwear,Scholar Footwear Retro Legend,Scholar Footwear Retro Legend Summit,SEG-503268 Scholar Footwear Retro Legend Summit,Channel Alpha,239.96999999999997,0.0,239.96999999999997,210.20999999999998,29.760000000000005,3.0,3,0.0,0.0,0.0,0.0,0.12401550193774226,1,0,1,0
PROD-139506,STR-1157,Vendor 0134,PROD-118198 SEG-503268 Scholar Footwear Retro Legend Summit,Scholar Footwear,Scholar Footwear Retro Legend,Scholar Footwear Retro Legend Summit,SEG-503268 Scholar Footwear Retro Legend Summit,Channel Alpha,159.98,0.0,159.98,140.14,19.840000000000003,2.0,2,0.0,0.0,0.0,0.0,0.12401550193774225,0,0,0,0
PROD-139506,STR-1194,Vendor 0134,PROD-118198 SEG-503268 Scholar Footwear Retro Legend Summit,Scholar Footwear,Scholar Footwear Retro Legend,Scholar Footwear Retro Legend Summit,SEG-503268 Scholar Footwear Retro Legend Summit,Channel Alpha,159.98,79.99,79.99,70.07,9.920000000000002,1.0,3,0.0,0.0,0.0,0.0,0.12401550193774225,0,1,0,1
PROD-139506,STR-1219,Vendor 0134,PROD-118198 SEG-503268 Scholar Footwear Retro Legend Summit,Scholar Footwear,Scholar Footwear Retro Legend,Scholar Footwear Retro Legend Summit,SEG-503268 Scholar Footwear Retro Legend Summit,Channel Alpha,79.99,0.0,79.99,70.07,9.920000000000002,1.0,1,0.0,0.0,0.0,0.0,0.12401550193774225,0,1,0,1
PROD-139506,STR-1229,Vendor 0134,PROD-118198 SEG-503268 Scholar Footwear Retro Legend Summit,Scholar Footwear,Scholar Footwear Retro Legend,Scholar Footwear Retro Legend Summit,SEG-503268 Scholar Footwear Retro Legend Summit,Channel Alpha,71.99,0.0,71.99,70.07,1.9200000000000017,1.0,1,0.0,0.0,0.0,0.0,0.026670370884845144,0,1,0,1
PROD-139506,STR-1234,Vendor 0134,PROD-118198 SEG-503268 Scholar Footwear Retro Legend Summit,Scholar Footwear,Scholar Footwear Retro Legend,Scholar Footwear Retro Legend Summit,SEG-503268 Scholar Footwear Retro Legend Summit,Channel Alpha,79.99,0.0,79.99,70.07,9.920000000000002,1.0,1,0.0,0.0,0.0,0.0,0.12401550193774225,0,1,0,1
PROD-139506,STR-1237,Vendor 0134,PROD-118198 SEG-503268 Scholar Footwear Retro Legend Summit,Scholar Footwear,Scholar Footwear Retro Legend,Scholar Footwear Retro Legend Summit,SEG-503268 Scholar Footwear Retro Legend Summit,Channel Alpha,79.99,0.0,79.99,70.07,9.920000000000002,1.0,1,0.0,0.0,0.0,0.0,0.12401550193774225,0,1,0,1
PROD-139506,STR-1253,Vendor 0134,PROD-118198 SEG-503268 Scholar Footwear Retro Legend Summit,Scholar Footwear,Scholar Footwear Retro Legend,Scholar Footwear Retro Legend Summit,SEG-503268 Scholar Footwear Retro Legend Summit,Channel Alpha,79.99,79.99,0.0,0.0,0.0,0.0,2,1.0,70.07,59.99,0.0,0.0,0,1,0,1
PROD-139506,STR-1255,Vendor 0134,PROD-118198 SEG-503268 Scholar Footwear Retro Legend Summit,Scholar Footwear,Scholar Footwear Retro Legend,Scholar Footwear Retro Legend Summit,SEG-503268 Scholar Footwear Retro Legend Summit,Channel Alpha,299.96,0.0,299.96,280.28,19.680000000000014,4.0,4,0.0,0.0,0.0,0.0,0.06560874783304446,1,0,1,0
PROD-139506,STR-1305,Vendor 0134,PROD-118198 SEG-503268 Scholar Footwear Retro Legend Summit,Scholar Footwear,Scholar Footwear Retro Legend,Scholar Footwear Retro Legend Summit,SEG-503268 Scholar Footwear Retro Legend Summit,Channel Alpha,239.96999999999997,0.0,239.96999999999997,210.20999999999998,29.760000000000005,3.0,3,0.0,0.0,0.0,0.0,0.12401550193774226,1,0,1,0
PROD-139506,STR-1308,Vendor 0134,PROD-118198 SEG-503268 Scholar Footwear Retro Legend Summit,Scholar Footwear,Scholar Footwear Retro Legend,Scholar Footwear Retro Legend Summit,SEG-503268 Scholar Footwear Retro Legend Summit,Channel Alpha,319.96,0.0,319.96,280.28,39.68000000000001,4.0,4,1.0,70.07,59.99,0.0,0.12401550193774225,1,0,0,0
PROD-139506,STR-1335,Vendor 0134,PROD-118198 SEG-503268 Scholar Footwear Retro Legend Summit,Scholar Footwear,Scholar Footwear Retro Legend,Scholar Footwear Retro Legend Summit,SEG-503268 Scholar Footwear Retro Legend Summit,Channel Alpha,79.99,0.0,79.99,70.07,9.920000000000002,1.0,1,0.0,0.0,0.0,0.0,0.12401550193774225,0,1,0,1
PROD-139506,STR-1344,Vendor 0134,PROD-118198 SEG-503268 Scholar Footwear Retro Legend Summit,Scholar Footwear,Scholar Footwear Retro Legend,Scholar Footwear Retro Legend Summit,SEG-503268 Scholar Footwear Retro Legend Summit,Channel Alpha,79.99,0.0,79.99,70.07,9.920000000000002,1.0,1,0.0,0.0,0.0,0.0,0.12401550193774225,0,1,0,1
PROD-139506,STR-1348,Vendor 0134,PROD-118198 SEG-503268 Scholar Footwear Retro Legend Summit,Scholar Footwear,Scholar Footwear Retro Legend,Scholar Footwear Retro Legend Summit,SEG-503268 Scholar Footwear Retro Legend Summit,Channel Alpha,239.96999999999997,0.0,239.96999999999997,210.20999999999998,29.760000000000005,3.0,3,0.0,0.0,0.0,0.0,0.12401550193774226,1,0,1,0
PROD-139506,STR-1353,Vendor 0134,PROD-118198 SEG-503268 Scholar Footwear Retro Legend Summit,Scholar Footwear,Scholar Footwear Retro Legend,Scholar Footwear Retro Legend Summit,SEG-503268 Scholar Footwear Retro Legend Summit,Channel Alpha,159.98,0.0,159.98,140.14,19.840000000000003,2.0,2,0.0,0.0,0.0,0.0,0.12401550193774225,0,0,0,0
PROD-139506,STR-1369,Vendor 0134,PROD-118198 SEG-503268 Scholar Footwear Retro Legend Summit,Scholar Footwear,Scholar Footwear Retro Legend,Scholar Footwear Retro Legend Summit,SEG-503268 Scholar Footwear Retro Legend Summit,Channel Alpha,79.99,0.0,79.99,70.07,9.920000000000002,1.0,1,1.0,70.07,59.99,0.0,0.12401550193774225,0,1,0,1
PROD-139508,STR-1026,Vendor 0134,PROD-118201 SEG-503268 Scholar Footwear Retro Legend Summit,Scholar Footwear,Scholar Footwear Retro Legend,Scholar Footwear Retro Legend Summit,SEG-503268 Scholar Footwear Retro Legend Summit,Channel Alpha,79.99,79.99,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0,1,0,1
PROD-139508,STR-1044,Vendor 0134,PROD-118201 SEG-503268 Scholar Footwear Retro Legend Summit,Scholar Footwear,Scholar Footwear Retro Legend,Scholar Footwear Retro Legend Summit,SEG-503268 Scholar Footwear Retro Legend Summit,Channel Alpha,239.96999999999997,79.99,159.98,140.14,19.840000000000003,2.0,4,0.0,0.0,0.0,0.0,0.12401550193774225,0,0,0,0
PROD-139508,STR-1094,Vendor 0134,PROD-118201 SEG-503268 Scholar Footwear Retro Legend Summit,Scholar Footwear,Scholar Footwear Retro Legend,Scholar Footwear Retro Legend Summit,SEG-503268 Scholar Footwear Retro Legend Summit,Channel Alpha,127.97999999999999,0.0,127.97999999999999,140.14,-12.15999999999999,2.0,2,0.0,0.0,0.0,0.0,-0.09501484606969832,0,0,0,0
PROD-139508,STR-1105,Vendor 0134,PROD-118201 SEG-503268 Scholar Footwear Retro Legend Summit,Scholar Footwear,Scholar Footwear Retro Legend,Scholar Footwear Retro Legend Summit,SEG-503268 Scholar Footwear Retro Legend Summit,Channel Alpha,59.99,0.0,59.99,70.07,-10.079999999999991,1.0,1,0.0,0.0,0.0,0.0,-0.1680280046674444,0,1,0,1
PROD-139508,STR-1114,Vendor 0134,PROD-118201 SEG-503268 Scholar Footwear Retro Legend Summit,Scholar Footwear,Scholar Footwear Retro Legend,Scholar Footwear Retro Legend Summit,SEG-503268 Scholar Footwear Retro Legend Summit,Channel Alpha,199.97,0.0,199.97,210.20999999999998,-10.239999999999988,3.0,3,0.0,0.0,0.0,0.0,-0.051207681152172765,1,0,1,0
PROD-139508,STR-1148,Vendor 0134,PROD-118201 SEG-503268 Scholar Footwear Retro Legend Summit,Scholar Footwear,Scholar Footwear Retro Legend,Scholar Footwear Retro Legend Summit,SEG-503268 Scholar Footwear Retro Legend Summit,Channel Alpha,79.99,0.0,79.99,70.07,9.920000000000002,1.0,1,0.0,0.0,0.0,0.0,0.12401550193774225,0,1,0,1
PROD-139508,STR-1149,Vendor 0134,PROD-118201 SEG-503268 Scholar Footwear Retro Legend Summit,Scholar Footwear,Scholar Footwear Retro Legend,Scholar Footwear Retro Legend Summit,SEG-503268 Scholar Footwear Retro Legend Summit,Channel Alpha,239.96999999999997,0.0,239.96999999999997,210.20999999999998,29.760000000000005,3.0,3,0.0,0.0,0.0,0.0,0.12401550193774226,1,0,1,0
PROD-139508,STR-1194,Vendor 0134,PROD-118201 SEG-503268 Scholar Footwear Retro Legend Summit,Scholar Footwear,Scholar Footwear Retro Legend,Scholar Footwear Retro Legend Summit,SEG-503268 Scholar Footwear Retro Legend Summit,Channel Alpha,79.99,0.0,79.99,70.07,9.920000000000002,1.0,1,0.0,0.0,0.0,0.0,0.12401550193774225,0,1,0,1
PROD-139508,STR-1198,Vendor 0134,PROD-118201 SEG-503268 Scholar Footwear Retro Legend Summit,Scholar Footwear,Scholar Footwear Retro Legend,Scholar Footwear Retro Legend Summit,SEG-503268 Scholar Footwear Retro Legend Summit,Channel Alpha,79.99,0.0,79.99,70.07,9.920000000000002,1.0,1,0.0,0.0,0.0,0.0,0.12401550193774225,0,1,0,1
PROD-139508,STR-1219,Vendor 0134,PROD-118201 SEG-503268 Scholar Footwear Retro Legend Summit,Scholar Footwear,Scholar Footwear Retro Legend,Scholar Footwear Retro Legend Summit,SEG-503268 Scholar Footwear Retro Legend Summit,Channel Alpha,79.99,0.0,79.99,70.07,9.920000000000002,1.0,1,0.0,0.0,0.0,0.0,0.12401550193774225,0,1,0,1
PROD-139508,STR-1234,Vendor 0134,PROD-118201 SEG-503268 Scholar Footwear Retro Legend Summit,Scholar Footwear,Scholar Footwear Retro Legend,Scholar Footwear Retro Legend Summit,SEG-503268 Scholar Footwear Retro Legend Summit,Channel Alpha,319.96,0.0,319.96,280.28,39.68000000000001,4.0,4,0.0,0.0,0.0,0.0,0.12401550193774225,1,0,1,0
PROD-139508,STR-1235,Vendor 0134,PROD-118201 SEG-503268 Scholar Footwear Retro Legend Summit,Scholar Footwear,Scholar Footwear Retro Legend,Scholar Footwear Retro Legend Summit,SEG-503268 Scholar Footwear Retro Legend Summit,Channel Alpha,159.98,0.0,159.98,140.14,19.840000000000003,2.0,2,0.0,0.0,0.0,0.0,0.12401550193774225,0,0,0,0
PROD-139508,STR-1237,Vendor 0134,PROD-118201 SEG-503268 Scholar Footwear Retro Legend Summit,Scholar Footwear,Scholar Footwear Retro Legend,Scholar Footwear Retro Legend Summit,SEG-503268 Scholar Footwear Retro Legend Summit,Channel Alpha,79.99,0.0,79.99,70.07,9.920000000000002,1.0,1,0.0,0.0,0.0,0.0,0.12401550193774225,0,1,0,1
PROD-139508,STR-1253,Vendor 0134,PROD-118201 SEG-503268 Scholar Footwear Retro Legend Summit,Scholar Footwear,Scholar Footwear Retro Legend,Scholar Footwear Retro Legend Summit,SEG-503268 Scholar Footwear Retro Legend Summit,Channel Alpha,187.97,0.0,187.97,210.20999999999998,-22.239999999999995,3.0,3,0.0,0.0,0.0,0.0,-0.1183167526732989,1,0,1,0
PROD-139508,STR-1255,Vendor 0134,PROD-118201 SEG-503268 Scholar Footwear Retro Legend Summit,Scholar Footwear,Scholar Footwear Retro Legend,Scholar Footwear Retro Legend Summit,SEG-503268 Scholar Footwear Retro Legend Summit,Channel Alpha,239.96999999999997,0.0,239.96999999999997,210.20999999999998,29.760000000000005,3.0,3,0.0,0.0,0.0,0.0,0.12401550193774226,1,0,1,0
PROD-139508,STR-1305,Vendor 0134,PROD-118201 SEG-503268 Scholar Footwear Retro Legend Summit,Scholar Footwear,Scholar Footwear Retro Legend,Scholar Footwear Retro Legend Summit,SEG-503268 Scholar Footwear Retro Legend Summit,Channel Alpha,159.98,79.99,79.99,70.07,9.920000000000002,1.0,3,0.0,0.0,0.0,0.0,0.12401550193774225,0,1,0,1
PROD-139508,STR-1308,Vendor 0134,PROD-118201 SEG-503268 Scholar Footwear Retro Legend Summit,Scholar Footwear,Scholar Footwear Retro Legend,Scholar Footwear Retro Legend Summit,SEG-503268 Scholar Footwear Retro Legend Summit,Channel Alpha,119.98,0.0,119.98,140.14,-20.159999999999982,2.0,2,0.0,0.0,0.0,0.0,-0.1680280046674444,0,0,0,0
PROD-139508,STR-1338,Vendor 0134,PROD-118201 SEG-503268 Scholar Footwear Retro Legend Summit,Scholar Footwear,Scholar Footwear Retro Legend,Scholar Footwear Retro Legend Summit,SEG-503268 Scholar Footwear Retro Legend Summit,Channel Alpha,239.96999999999997,0.0,239.96999999999997,210.20999999999998,29.760000000000005,3.0,3,0.0,0.0,0.0,0.0,0.12401550193774226,1,0,1,0
PROD-139508,STR-1344,Vendor 0134,PROD-118201 SEG-503268 Scholar Footwear Retro Legend Summit,Scholar Footwear,Scholar Footwear Retro Legend,Scholar Footwear Retro Legend Summit,SEG-503268 Scholar Footwear Retro Legend Summit,Channel Alpha,319.96,0.0,319.96,280.28,39.68000000000001,4.0,4,0.0,0.0,0.0,0.0,0.12401550193774225,1,0,1,0
PROD-139508,STR-1369,Vendor 0134,PROD-118201 SEG-503268 Scholar Footwear Retro Legend Summit,Scholar Footwear,Scholar Footwear Retro Legend,Scholar Footwear Retro Legend Summit,SEG-503268 Scholar Footwear Retro Legend Summit,Channel Alpha,79.99,0.0,79.99,70.07,9.920000000000002,1.0,1,0.0,0.0,0.0,0.0,0.12401550193774225,0,1,0,1
PROD-139509,STR-1038,Vendor 0134,PROD-118199 SEG-503268 Scholar Footwear Retro Legend Summit,Scholar Footwear,Scholar Footwear Retro Legend,Scholar Footwear Retro Legend Summit,SEG-503268 Scholar Footwear Retro Legend Summit,Channel Alpha,319.96,0.0,319.96,280.28,39.68000000000001,4.0,4,0.0,0.0,0.0,0.0,0.12401550193774225,1,0,1,0
PROD-139509,STR-1044,Vendor 0134,PROD-118199 SEG-503268 Scholar Footwear Retro Legend Summit,Scholar Footwear,Scholar Footwear Retro Legend,Scholar Footwear Retro Legend Summit,SEG-503268 Scholar Footwear Retro Legend Summit,Channel Alpha,79.99,0.0,79.99,70.07,9.920000000000002,1.0,1,0.0,0.0,0.0,0.0,0.12401550193774225,0,1,0,1
PROD-139509,STR-1074,Vendor 0134,PROD-118199 SEG-503268 Scholar Footwear Retro Legend Summit,Scholar Footwear,Scholar Footwear Retro Legend,Scholar Footwear Retro Legend Summit,SEG-503268 Scholar Footwear Retro Legend Summit,Channel Alpha,159.98,0.0,159.98,140.14,19.840000000000003,2.0,2,0.0,0.0,0.0,0.0,0.12401550193774225,0,0,0,0
PROD-139509,STR-1094,Vendor 0134,PROD-118199 SEG-503268 Scholar Footwear Retro Legend Summit,Scholar Footwear,Scholar Footwear Retro Legend,Scholar Footwear Retro Legend Summit,SEG-503268 Scholar Footwear Retro Legend Summit,Channel Alpha,239.96999999999997,79.99,159.98,140.14,19.840000000000003,2.0,4,0.0,0.0,0.0,0.0,0.12401550193774225,0,0,0,0
PROD-139509,STR-1114,Vendor 0134,PROD-118199 SEG-503268 Scholar Footwear Retro Legend Summit,Scholar Footwear,Scholar Footwear Retro Legend,Scholar Footwear Retro Legend Summit,SEG-503268 Scholar Footwear Retro Legend Summit,Channel Alpha,279.96,0.0,279.96,280.28,-0.3199999999999861,4.0,4,0.0,0.0,0.0,0.0,-0.0011430204314901633,1,0,1,0
PROD-139509,STR-1145,Vendor 0134,PROD-118199 SEG-503268 Scholar Footwear Retro Legend Summit,Scholar Footwear,Scholar Footwear Retro Legend,Scholar Footwear Retro Legend Summit,SEG-503268 Scholar Footwear Retro Legend Summit,Channel Alpha,79.99,0.0,79.99,70.07,9.920000000000002,1.0,1,0.0,0.0,0.0,0.0,0.12401550193774225,0,1,0,1
PROD-139509,STR-1148,Vendor 0134,PROD-118199 SEG-503268 Scholar Footwear Retro Legend Summit,Scholar Footwear,Scholar Footwear Retro Legend,Scholar Footwear Retro Legend Summit,SEG-503268 Scholar Footwear Retro Legend Summit,Channel Alpha,159.98,0.0,159.98,140.14,19.840000000000003,2.0,2,0.0,0.0,0.0,0.0,0.12401550193774225,0,0,0,0
PROD-139509,STR-1149,Vendor 0134,PROD-118199 SEG-503268 Scholar Footwear Retro Legend Summit,Scholar Footwear,Scholar Footwear Retro Legend,Scholar Footwear Retro Legend Summit,SEG-503268 Scholar Footwear Retro Legend Summit,Channel Alpha,223.97,79.99,143.98000000000002,140.14,3.8400000000000105,2.0,4,0.0,0.0,0.0,0.0,0.026670370884845186,0,0,0,0
PROD-139509,STR-1157,Vendor 0134,PROD-118199 SEG-503268 Scholar Footwear Retro Legend Summit,Scholar Footwear,Scholar Footwear Retro Legend,Scholar Footwear Retro Legend Summit,SEG-503268 Scholar Footwear Retro Legend Summit,Channel Alpha,239.96999999999997,79.99,159.98,140.14,19.840000000000003,2.0,4,0.0,0.0,0.0,0.0,0.12401550193774225,0,0,0,0
PROD-139509,STR-1194,Vendor 0134,PROD-118199 SEG-503268 Scholar Footwear Retro Legend Summit,Scholar Footwear,Scholar Footwear Retro Legend,Scholar Footwear Retro Legend Summit,SEG-503268 Scholar Footwear Retro Legend Summit,Channel Alpha,79.99,0.0,79.99,70.07,9.920000000000002,1.0,1,0.0,0.0,0.0,0.0,0.12401550193774225,0,1,0,1
PROD-139509,STR-1219,Vendor 0134,PROD-118199 SEG-503268 Scholar Footwear Retro Legend Summit,Scholar Footwear,Scholar Footwear Retro Legend,Scholar Footwear Retro Legend Summit,SEG-503268 Scholar Footwear Retro Legend Summit,Channel Alpha,79.99,0.0,79.99,70.07,9.920000000000002,1.0,1,0.0,0.0,0.0,0.0,0.12401550193774225,0,1,0,1
PROD-139509,STR-1234,Vendor 0134,PROD-118199 SEG-503268 Scholar Footwear Retro Legend Summit,Scholar Footwear,Scholar Footwear Retro Legend,Scholar Footwear Retro Legend Summit,SEG-503268 Scholar Footwear Retro Legend Summit,Channel Alpha,159.98,0.0,159.98,140.14,19.840000000000003,2.0,2,1.0,70.07,59.99,0.0,0.12401550193774225,0,0,0,0
PROD-139509,STR-1237,Vendor 0134,PROD-118199 SEG-503268 Scholar Footwear Retro Legend Summit,Scholar Footwear,Scholar Footwear Retro Legend,Scholar Footwear Retro Legend Summit,SEG-503268 Scholar Footwear Retro Legend Summit,Channel Alpha,79.99,0.0,79.99,70.07,9.920000000000002,1.0,1,0.0,0.0,0.0,0.0,0.12401550193774225,0,1,0,1
PROD-139509,STR-1253,Vendor 0134,PROD-118199 SEG-503268 Scholar Footwear Retro Legend Summit,Scholar Footwear,Scholar Footwear Retro Legend,Scholar Footwear Retro Legend Summit,SEG-503268 Scholar Footwear Retro Legend Summit,Channel Alpha,323.95,0.0,323.95,350.34999999999997,-26.399999999999984,5.0,5,0.0,0.0,0.0,0.0,-0.0814940577249575,1,0,1,0
PROD-139509,STR-1255,Vendor 0134,PROD-118199 SEG-503268 Scholar Footwear Retro Legend Summit,Scholar Footwear,Scholar Footwear Retro Legend,Scholar Footwear Retro Legend Summit,SEG-503268 Scholar Footwear Retro Legend Summit,Channel Alpha,319.96,0.0,319.96,280.28,39.68000000000001,4.0,4,0.0,0.0,0.0,0.0,0.12401550193774225,1,0,1,0
PROD-139509,STR-1305,Vendor 0134,PROD-118199 SEG-503268 Scholar Footwear Retro Legend Summit,Scholar Footwear,Scholar Footwear Retro Legend,Scholar Footwear Retro Legend Summit,SEG-503268 Scholar Footwear Retro Legend Summit,Channel Alpha,147.98,0.0,147.98,140.14,7.840000000000003,2.0,2,0.0,0.0,0.0,0.0,0.052980132450331154,0,0,0,0
PROD-139509,STR-1308,Vendor 0134,PROD-118199 SEG-503268 Scholar Footwear Retro Legend Summit,Scholar Footwear,Scholar Footwear Retro Legend,Scholar Footwear Retro Legend Summit,SEG-503268 Scholar Footwear Retro Legend Summit,Channel Alpha,167.97,0.0,167.97,210.20999999999998,-42.23999999999999,3.0,3,0.0,0.0,0.0,0.0,-0.2514734774066797,1,0,1,0
PROD-139509,STR-1338,Vendor 0134,PROD-118199 SEG-503268 Scholar Footwear Retro Legend Summit,Scholar Footwear,Scholar Footwear Retro Legend,Scholar Footwear Retro Legend Summit,SEG-503268 Scholar Footwear Retro Legend Summit,Channel Alpha,239.96999999999997,0.0,239.96999999999997,210.20999999999998,29.760000000000005,3.0,3,0.0,0.0,0.0,0.0,0.12401550193774226,1,0,1,0
PROD-139509,STR-1344,Vendor 0134,PROD-118199 SEG-503268 Scholar Footwear Retro Legend Summit,Scholar Footwear,Scholar Footwear Retro Legend,Scholar Footwear Retro Legend Summit,SEG-503268 Scholar Footwear Retro Legend Summit,Channel Alpha,139.98,0.0,139.98,140.14,-0.15999999999998948,2.0,2,0.0,0.0,0.0,0.0,-0.001143020431490138,0,0,0,0
PROD-139509,STR-1353,Vendor 0134,PROD-118199 SEG-503268 Scholar Footwear Retro Legend Summit,Scholar Footwear,Scholar Footwear Retro Legend,Scholar Footwear Retro Legend Summit,SEG-503268 Scholar Footwear Retro Legend Summit,Channel Alpha,159.98,0.0,159.98,140.14,19.840000000000003,2.0,2,0.0,0.0,0.0,0.0,0.12401550193774225,0,0,0,0
PROD-139509,STR-1369,Vendor 0134,PROD-118199 SEG-503268 Scholar Footwear Retro Legend Summit,Scholar Footwear,Scholar Footwear Retro Legend,Scholar Footwear Retro Legend Summit,SEG-503268 Scholar Footwear Retro Legend Summit,Channel Alpha,79.99,0.0,79.99,70.07,9.920000000000002,1.0,1,0.0,0.0,0.0,0.0,0.12401550193774225,0,1,0,1
PROD-139510,STR-1038,Vendor 0134,PROD-118203 SEG-503268 Scholar Footwear Retro Legend Summit,Scholar Footwear,Scholar Footwear Retro Legend,Scholar Footwear Retro Legend Summit,SEG-503268 Scholar Footwear Retro Legend Summit,Channel Alpha,239.96999999999997,0.0,239.96999999999997,210.20999999999998,29.760000000000005,3.0,3,0.0,0.0,0.0,0.0,0.12401550193774226,1,0,1,0
PROD-139510,STR-1074,Vendor 0134,PROD-118203 SEG-503268 Scholar Footwear Retro Legend Summit,Scholar Footwear,Scholar Footwear Retro Legend,Scholar Footwear Retro Legend Summit,SEG-503268 Scholar Footwear Retro Legend Summit,Channel Alpha,239.96999999999997,0.0,239.96999999999997,210.20999999999998,29.760000000000005,3.0,3,0.0,0.0,0.0,0.0,0.12401550193774226,1,0,1,0
PROD-139510,STR-1094,Vendor 0134,PROD-118203 SEG-503268 Scholar Footwear Retro Legend Summit,Scholar Footwear,Scholar Footwear Retro Legend,Scholar Footwear Retro Legend Summit,SEG-503268 Scholar Footwear Retro Legend Summit,Channel Alpha,623.91,79.99,543.92,560.56,-16.639999999999965,8.0,10,0.0,0.0,0.0,0.0,-0.03059273422562135,1,0,1,0
PROD-139510,STR-1109,Vendor 0134,PROD-118203 SEG-503268 Scholar Footwear Retro Legend Summit,Scholar Footwear,Scholar Footwear Retro Legend,Scholar Footwear Retro Legend Summit,SEG-503268 Scholar Footwear Retro Legend Summit,Channel Alpha,431.93999999999994,79.99,351.95,350.34999999999997,1.6000000000000085,5.0,6,0.0,0.0,0.0,0.0,0.004546100298337856,1,0,1,0
PROD-139510,STR-1114,Vendor 0134,PROD-118203 SEG-503268 Scholar Footwear Retro Legend Summit,Scholar Footwear,Scholar Footwear Retro Legend,Scholar Footwear Retro Legend Summit,SEG-503268 Scholar Footwear Retro Legend Summit,Channel Alpha,319.96,0.0,319.96,280.28,39.68000000000001,4.0,4,0.0,0.0,0.0,0.0,0.12401550193774225,1,0,1,0
PROD-139510,STR-1145,Vendor 0134,PROD-118203 SEG-503268 Scholar Footwear Retro Legend Summit,Scholar Footwear,Scholar Footwear Retro Legend,Scholar Footwear Retro Legend Summit,SEG-503268 Scholar Footwear Retro Legend Summit,Channel Alpha,239.96999999999997,0.0,239.96999999999997,210.20999999999998,29.760000000000005,3.0,3,0.0,0.0,0.0,0.0,0.12401550193774226,1,0,1,0
PROD-139510,STR-1157,Vendor 0134,PROD-118203 SEG-503268 Scholar Footwear Retro Legend Summit,Scholar Footwear,Scholar Footwear Retro Legend,Scholar Footwear Retro Legend Summit,SEG-503268 Scholar Footwear Retro Legend Summit,Channel Alpha,239.96999999999997,0.0,239.96999999999997,210.20999999999998,29.760000000000005,3.0,3,0.0,0.0,0.0,0.0,0.12401550193774226,1,0,1,0
PROD-139510,STR-1219,Vendor 0134,PROD-118203 SEG-503268 Scholar Footwear Retro Legend Summit,Scholar Footwear,Scholar Footwear Retro Legend,Scholar Footwear Retro Legend Summit,SEG-503268 Scholar Footwear Retro Legend Summit,Channel Alpha,79.99,0.0,79.99,70.07,9.920000000000002,1.0,1,0.0,0.0,0.0,0.0,0.12401550193774225,0,1,0,1
PROD-139510,STR-1229,Vendor 0134,PROD-118203 SEG-503268 Scholar Footwear Retro Legend Summit,Scholar Footwear,Scholar Footwear Retro Legend,Scholar Footwear Retro Legend Summit,SEG-503268 Scholar Footwear Retro Legend Summit,Channel Alpha,151.98,0.0,151.98,140.14,11.840000000000003,2.0,2,0.0,0.0,0.0,0.0,0.07790498749835507,0,0,0,0
PROD-139510,STR-1234,Vendor 0134,PROD-118203 SEG-503268 Scholar Footwear Retro Legend Summit,Scholar Footwear,Scholar Footwear Retro Legend,Scholar Footwear Retro Legend Summit,SEG-503268 Scholar Footwear Retro Legend Summit,Channel Alpha,639.92,79.99,559.93,490.48999999999995,69.44000000000001,7.0,9,0.0,0.0,0.0,0.0,0.12401550193774225,1,0,1,0
PROD-139510,STR-1237,Vendor 0134,PROD-118203 SEG-503268 Scholar Footwear Retro Legend Summit,Scholar Footwear,Scholar Footwear Retro Legend,Scholar Footwear Retro Legend Summit,SEG-503268 Scholar Footwear Retro Legend Summit,Channel Alpha,71.99,71.99,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0,1,0,1
